1024	0,48
5120	0,48
9216	0,48
13312	0,48
17408	0,48
21504	0,48
25600	0,48
29696	0,48
33792	0,48
37888	0,48
41984	0,48
46080	0,48
50176	0,48
54272	0,48
58368	0,48
62464	0,48
66560	0,48
70656	0,48
74752	0,48
78848	0,48
82944	0,48
87040	0,48
91136	0,48
95232	0,48
99328	0,48
103424	0,48
107520	0,48
111616	0,48
115712	0,48
119808	0,48
123904	0,48
128000	0,48
132096	0,48
136192	0,48
140288	0,48
144384	0,48
148480	0,48
152576	0,48
156672	0,48
160768	0,48
164864	0,48
168960	0,48
173056	0,48
177152	0,48
181248	0,48
185344	0,48
189440	0,48
193536	0,48
197632	0,48
201728	0,48
205824	0,48
209920	0,48
214016	0,48
218112	0,48
222208	0,48
226304	0,48
230400	0,48
234496	0,48
238592	0,48
242688	0,48
246784	0,48
250880	0,49
254976	0,49
259072	0,49
263168	0,49
267264	0,48
271360	0,48
275456	0,49
279552	0,49
283648	0,49
287744	0,49
291840	0,49
295936	0,49
300032	0,49
304128	0,49
308224	0,49
312320	0,49
316416	0,49
320512	0,49
324608	0,49
328704	0,49
332800	0,49
336896	0,49
340992	0,49
345088	0,49
349184	0,49
353280	0,49
357376	0,49
361472	0,50
365568	0,50
369664	0,49
373760	0,50
377856	0,49
381952	0,50
386048	0,49
390144	0,50
394240	0,49
398336	0,49
402432	0,50
406528	0,50
410624	0,49
414720	0,50
418816	0,50
422912	0,50
427008	0,49
431104	0,49
435200	0,50
439296	0,50
443392	0,50
447488	0,50
451584	0,50
455680	0,50
459776	0,50
463872	0,50
467968	0,50
472064	0,50
476160	0,50
480256	0,50
484352	0,51
488448	0,50
492544	0,50
496640	0,51
500736	0,51
504832	0,52
508928	0,52
513024	0,52
517120	0,52
521216	0,51
525312	0,51
529408	0,52
533504	0,51
537600	0,52
541696	0,51
545792	0,51
549888	0,52
553984	0,52
558080	0,52
562176	0,52
566272	0,52
570368	0,52
574464	0,52
578560	0,52
582656	0,52
586752	0,52
590848	0,52
594944	0,52
599040	0,52
603136	0,52
607232	0,52
611328	0,52
615424	0,52
619520	0,52
623616	0,52
627712	0,53
631808	0,54
635904	0,56
640000	0,54
644096	0,53
648192	0,53
652288	0,54
656384	0,54
660480	0,54
664576	0,54
668672	0,54
672768	0,54
676864	0,53
680960	0,54
685056	0,54
689152	0,53
693248	0,53
697344	0,54
701440	0,55
705536	0,55
709632	0,55
713728	0,55
717824	0,55
721920	0,55
726016	0,55
730112	0,55
734208	0,55
738304	0,55
742400	0,55
746496	0,55
750592	0,55
754688	0,55
758784	0,55
762880	0,55
766976	0,55
771072	1,48
775168	0,55
779264	0,55
783360	0,55
787456	0,57
791552	0,57
795648	0,55
799744	0,55
803840	0,57
807936	0,56
812032	0,57
816128	0,56
820224	0,56
824320	0,56
828416	0,56
832512	0,56
836608	1,48
840704	1,48
844800	0,56
848896	1,48
852992	0,56
857088	1,48
861184	1,48
865280	1,48
869376	1,48
873472	1,48
877568	1,48
881664	1,48
885760	1,48
889856	1,48
893952	1,48
898048	1,48
902144	1,48
906240	1,48
910336	1,48
914432	1,48
918528	1,49
922624	1,49
926720	1,49
930816	1,49
934912	1,49
939008	1,51
943104	1,49
947200	1,49
951296	1,49
955392	1,49
959488	1,51
963584	1,49
967680	1,51
971776	1,49
975872	1,51
979968	1,49
984064	1,49
988160	1,49
992256	1,51
996352	1,51
1000448	1,52
1004544	1,50
1008640	1,54
1012736	1,50
1016832	1,54
1020928	1,52
1025024	1,52
1029120	1,52
1033216	1,50
1037312	1,52
1041408	1,52
1045504	1,52
1049600	1,54
1053696	1,54
