1024	0,48
5120	0,48
9216	0,48
13312	0,48
17408	0,48
21504	0,48
25600	0,48
29696	0,48
33792	0,48
37888	0,48
41984	0,48
46080	0,48
50176	0,48
54272	0,48
58368	0,49
62464	0,49
66560	0,51
70656	0,52
74752	0,52
78848	0,51
82944	0,51
87040	0,51
91136	0,54
95232	0,53
99328	0,54
103424	0,53
107520	0,52
111616	0,52
115712	0,53
119808	0,53
123904	0,54
128000	0,55
132096	0,55
136192	0,56
140288	0,57
144384	1,48
148480	1,48
152576	0,57
156672	1,48
160768	1,51
164864	1,50
168960	1,50
173056	1,50
177152	1,51
181248	1,52
185344	1,53
189440	1,53
193536	1,54
197632	1,54
201728	1,55
205824	1,56
209920	1,57
214016	1,57
218112	2,48
222208	2,48
226304	2,50
230400	2,51
234496	2,52
238592	2,52
242688	2,53
246784	2,54
250880	2,55
254976	3,48
259072	3,48
263168	3,49
267264	3,49
271360	3,50
275456	3,51
279552	3,53
283648	3,54
287744	3,55
291840	3,56
295936	3,57
300032	4,49
304128	4,49
308224	4,51
312320	4,52
316416	4,52
320512	4,54
324608	4,54
328704	4,55
332800	4,57
336896	4,56
340992	4,57
345088	5,51
349184	5,51
353280	5,53
357376	5,55
361472	5,55
365568	6,48
369664	6,50
373760	6,51
377856	6,53
381952	6,54
386048	6,55
390144	6,56
394240	7,48
398336	7,49
402432	7,51
406528	7,53
410624	7,54
414720	7,55
418816	7,56
422912	8,49
427008	8,49
431104	8,52
435200	8,52
439296	8,56
443392	9,48
447488	9,51
451584	9,51
455680	9,54
459776	9,54
463872	9,54
467968	10,48
472064	10,50
476160	10,55
480256	11,50
484352	11,49
488448	11,50
492544	11,49
496640	11,53
500736	11,56
504832	12,49
508928	12,49
513024	12,51
517120	12,52
521216	12,54
525312	12,49
529408	12,55
533504	13,50
537600	13,52
541696	13,56
545792	14,52
549888	14,56
553984	14,52
558080	14,53
562176	15,48
566272	15,50
570368	15,57
574464	16,49
578560	15,57
582656	16,48
586752	17,50
590848	17,50
594944	16,56
599040	17,50
603136	19,52
607232	19,49
611328	18,55
615424	18,53
619520	19,50
623616	22,50
627712	19,55
631808	37,53
635904	35,50
640000	20,50
644096	22,48
648192	21,49
652288	23,50
656384	21,53
660480	23,50
664576	23,49
668672	27,52
672768	25,53
676864	28,48
680960	27,55
685056	23,52
689152	24,50
693248	23,53
697344	24,53
701440	25,49
705536	24,57
709632	24,54
713728	27,52
717824	26,57
721920	27,50
726016	27,49
730112	26,53
734208	26,55
738304	27,51
742400	27,54
746496	27,57
750592	27,57
754688	28,50
758784	28,56
762880	29,55
766976	30,48
771072	32,48
775168	31,49
779264	30,56
783360	31,49
787456	32,49
791552	32,49
795648	31,56
799744	33,50
803840	32,55
807936	34,50
812032	34,55
816128	35,53
820224	34,50
824320	34,55
828416	34,57
832512	38,54
836608	37,52
840704	37,51
844800	37,48
848896	38,53
852992	38,50
857088	38,51
861184	39,52
865280	38,57
869376	40,51
873472	40,51
877568	39,56
881664	40,57
885760	40,57
889856	41,56
893952	41,49
898048	42,48
902144	43,56
906240	44,55
910336	43,56
914432	44,48
918528	44,52
922624	44,50
926720	45,55
930816	45,48
934912	46,55
939008	48,50
943104	48,56
947200	46,55
951296	48,56
955392	49,50
959488	51,56
963584	48,55
967680	51,52
971776	51,49
975872	51,49
979968	53,51
984064	53,57
988160	54,51
992256	61,53
996352	53,52
1000448	55,50
1004544	57,52
1008640	57,54
1012736	55,57
1016832	80,49
1020928	58,49
1025024	57,54
1029120	57,50
1033216	58,54
1037312	57,54
1041408	68,49
1045504	60,54
1049600	130,57
1053696	63,50
